"국가","광종","수입","항목","단위","2023 년",
"일본","규      사(MT)","수입금액","수입 실적","","50",
"일본","규      사(MT)","수입물량","수입 실적","","7",
"일본","규  조  토(MT)","수입%","수입 실적","","7",
"일본","규  조  토(MT)","수입금액","수입 실적","","3216",
"일본","규  조  토(MT)","수입물량","수입 실적","","347",
"일본","형      석(MT)","수입%","수입 실적","","0",
"일본","형      석(MT)","수입금액","수입 실적","","8",
"일본","형      석(MT)","수입물량","수입 실적","","0",
"일본","유      황(MT)","수입%","수입 실적","","97",
"일본","유      황(MT)","수입금액","수입 실적","","6172",
"일본","유      황(MT)","수입물량","수입 실적","","63649",
"일본","규  회  석(MT)","수입%","수입 실적","","0",
"일본","규  회  석(MT)","수입금액","수입 실적","","0",
"일본","규  회  석(MT)","수입물량","수입 실적","","0",
"일본","운      모(MT)","수입%","수입 실적","","10",
"일본","운      모(MT)","수입금액","수입 실적","","2347",
"일본","운      모(MT)","수입물량","수입 실적","","9449",
"일본","중  정  석(MT)","수입%","수입 실적","","0",
"일본","중  정  석(MT)","수입금액","수입 실적","","0",
"일본","중  정  석(MT)","수입물량","수입 실적","","0",
"일본","마그네사이트(MT)","수입%","수입 실적","","14",
"일본","마그네사이트(MT)","수입금액","수입 실적","","10844",
"일본","마그네사이트(MT)","수입물량","수입 실적","","13217",
"일본","석      고(MT)","수입%","수입 실적","","4",
"일본","석      고(MT)","수입금액","수입 실적","","1563",
"일본","석      고(MT)","수입물량","수입 실적","","21660",
"일본","불      석(MT)","수입%","수입 실적","","4",
"일본","불      석(MT)","수입금액","수입 실적","","19",
"일본","불      석(MT)","수입물량","수입 실적","","6",
"일본","수      정(MT)","수입%","수입 실적","","0",
"일본","수      정(MT)","수입금액","수입 실적","","0",
"일본","수      정(MT)","수입물량","수입 실적","","0",
"일본","명  반  석(MT)","수입%","수입 실적","","0",
"일본","명  반  석(MT)","수입금액","수입 실적","","0",
"일본","명  반  석(MT)","수입물량","수입 실적","","0",
"일본","금  강  석(Kg)","수입%","수입 실적","","1",
"일본","금  강  석(Kg)","수입금액","수입 실적","","651",
"일본","금  강  석(Kg)","수입물량","수입 실적","","11",
"일본","기타비금속(MT)","수입%","수입 실적","","2",
"일본","기타비금속(MT)","수입금액","수입 실적","","1330",
"일본","기타비금속(MT)","수입물량","수입 실적","","4553",
"일본","기타  석탄(MT)","수입%","수입 실적","","0",
"일본","기타  석탄(MT)","수입금액","수입 실적","","0",
"일본","기타  석탄(MT)","수입물량","수입 실적","","0",
"일본","토      탄(MT)","수입%","수입 실적","","0",
"일본","토      탄(MT)","수입금액","수입 실적","","0",
"일본","토      탄(MT)","수입물량","수입 실적","","0",
"잠비아","합계(MT)","수입%","수입 실적","","0",
"잠비아","합계(MT)","수입금액","수입 실적","","51",
"잠비아","합계(MT)","수입물량","수입 실적","","40",
"잠비아","동      광(MT)","수입%","수입 실적","","0",
"잠비아","동      광(MT)","수입금액","수입 실적","","51",
"잠비아","동      광(MT)","수입물량","수입 실적","","40",
"조지아","합계(MT)","수입%","수입 실적","","0",
"조지아","합계(MT)","수입금액","수입 실적","","16",
"조지아","합계(MT)","수입물량","수입 실적","","60",
"조지아","고  령  토(MT)","수입%","수입 실적","","0",
"조지아","고  령  토(MT)","수입금액","수입 실적","","16",
"조지아","고  령  토(MT)","수입물량","수입 실적","","60",
"조지아","석      고(MT)","수입%","수입 실적","","0",
"조지아","석      고(MT)","수입금액","수입 실적","","0",
"조지아","석      고(MT)","수입물량","수입 실적","","0",
"중국","석 재(MT)","수입%","수입 실적","","84",
"중국","석 재(MT)","수입금액","수입 실적","","534176",
"중국","석 재(MT)","수입물량","수입 실적","","2007587",
"중국","합계(MT)","수입%","수입 실적","","2009",
"중국","합계(MT)","수입금액","수입 실적","","1169256",
"중국","합계(MT)","수입물량","수입 실적","","3764806",
"중국","은      광(Kg)","수입%","수입 실적","","0",
"중국","은      광(Kg)","수입금액","수입 실적","","0",
"중국","은      광(Kg)","수입물량","수입 실적","","0",
"중국","동      광(MT)","수입%","수입 실적","","0",
"중국","동      광(MT)","수입금액","수입 실적","","3733",
"중국","동      광(MT)","수입물량","수입 실적","","2244",
"중국","연      광(MT)","수입%","수입 실적","","0",
"중국","연      광(MT)","수입금액","수입 실적","","0",
"중국","연      광(MT)","수입물량","수입 실적","","0",
"중국","아  연  광(MT)","수입%","수입 실적","","0",
"중국","아  연  광(MT)","수입금액","수입 실적","","19",
"중국","아  연  광(MT)","수입물량","수입 실적","","22",
"중국","철      광(MT)","수입%","수입 실적","","0",
"중국","철      광(MT)","수입금액","수입 실적","","9",
"중국","철      광(MT)","수입물량","수입 실적","","1",
"중국","텅 스 텐광(MT)","수입%","수입 실적","","7",
"중국","텅 스 텐광(MT)","수입금액","수입 실적","","59",
"중국","텅 스 텐광(MT)","수입물량","수입 실적","","1",
"중국","몰리브덴광(MT)","수입%","수입 실적","","14",
"중국","몰리브덴광(MT)","수입금액","수입 실적","","183713",
"중국","몰리브덴광(MT)","수입물량","수입 실적","","6304",
"중국","망  간  광(MT)","수입%","수입 실적","","0",
"중국","망  간  광(MT)","수입금액","수입 실적","","17",
"중국","망  간  광(MT)","수입물량","수입 실적","","29",
"중국","주  석  광(MT)","수입%","수입 실적","","0",
"중국","주  석  광(MT)","수입금액","수입 실적","","0",
"중국","주  석  광(MT)","수입물량","수입 실적","","0",
"중국","안티모니광(MT)","수입%","수입 실적","","0",
"중국","안티모니광(MT)","수입금액","수입 실적","","0",
"중국","안티모니광(MT)","수입물량","수입 실적","","0",
"중국","비  소  광(MT)","수입%","수입 실적","","33",
"중국","비  소  광(MT)","수입금액","수입 실적","","0",
"중국","비  소  광(MT)","수입물량","수입 실적","","0",
"중국","유  화  철(MT)","수입%","수입 실적","","78",
"중국","유  화  철(MT)","수입금액","수입 실적","","705",
"중국","유  화  철(MT)","수입물량","수입 실적","","1396",
"중국","니      켈(MT)","수입%","수입 실적","","0",
"중국","니      켈(MT)","수입금액","수입 실적","","2",
"중국","니      켈(MT)","수입물량","수입 실적","","0",
"중국","코  발  트(MT)","수입%","수입 실적","","73",
"중국","코  발  트(MT)","수입금액","수입 실적","","0",
"중국","코  발  트(MT)","수입물량","수입 실적","","0",
"중국","크  롬  광(MT)","수입%","수입 실적","","0",
"중국","크  롬  광(MT)","수입금액","수입 실적","","0",
"중국","크  롬  광(MT)","수입물량","수입 실적","","0",
"중국","티 타 늄광(MT)","수입%","수입 실적","","4",
"중국","티 타 늄광(MT)","수입금액","수입 실적","","1820",
"중국","티 타 늄광(MT)","수입물량","수입 실적","","1060",
"중국","질 코 늄광(MT)","수입%","수입 실적","","0",
"중국","질 코 늄광(MT)","수입금액","수입 실적","","12",
"중국","질 코 늄광(MT)","수입물량","수입 실적","","0",
"중국","알루미늄광(MT)","수입%","수입 실적","","33",
"중국","알루미늄광(MT)","수입금액","수입 실적","","10566",
"중국","알루미늄광(MT)","수입물량","수입 실적","","27318",
"중국","백  금  광(Kg)","수입%","수입 실적","","31",
"중국","백  금  광(Kg)","수입금액","수입 실적","","8",
"중국","백  금  광(Kg)","수입물량","수입 실적","","0",
"중국","탄 탈 륨광(MT)","수입%","수입 실적","","99",
"중국","탄 탈 륨광(MT)","수입금액","수입 실적","","1",
"중국","탄 탈 륨광(MT)","수입물량","수입 실적","","0",
"중국","니 오 븀광(MT)","수입%","수입 실적","","97",
"중국","니 오 븀광(MT)","수입금액","수입 실적","","30",
"중국","니 오 븀광(MT)","수입물량","수입 실적","","0",
"중국","게르마늄광(MT)","수입%","수입 실적","","100",
"중국","게르마늄광(MT)","수입금액","수입 실적","","6",
"중국","게르마늄광(MT)","수입물량","수입 실적","","0",
"중국","기타  금속(MT)","수입%","수입 실적","","43",
"중국","기타  금속(MT)","수입금액","수입 실적","","8",
"중국","기타  금속(MT)","수입물량","수입 실적","","0",
"중국","인상  흑연(MT)","수입%","수입 실적","","93",
"중국","인상  흑연(MT)","수입금액","수입 실적","","14506",
"중국","인상  흑연(MT)","수입물량","수입 실적","","11096",
"중국","토상  흑연(MT)","수입%","수입 실적","","97",
"중국","토상  흑연(MT)","수입금액","수입 실적","","92323",
"중국","토상  흑연(MT)","수입물량","수입 실적","","40225",
"중국","활      석(MT)","수입%","수입 실적","","45",
"중국","활      석(MT)","수입금액","수입 실적","","16571",
"중국","활      석(MT)","수입물량","수입 실적","","76245",
"중국","납      석(MT)","수입%","수입 실적","","4",
"중국","납      석(MT)","수입금액","수입 실적","","9",
"중국","납      석(MT)","수입물량","수입 실적","","2",
"중국","장      석(MT)","수입%","수입 실적","","35",
"중국","장      석(MT)","수입금액","수입 실적","","467",
"중국","장      석(MT)","수입물량","수입 실적","","2433",
"중국","고  령  토(MT)","수입%","수입 실적","","32",
"중국","고  령  토(MT)","수입금액","수입 실적","","23684",
"중국","고  령  토(MT)","수입물량","수입 실적","","124008",
"중국","석  회  석(MT)","수입%","수입 실적","","6",
"중국","석  회  석(MT)","수입금액","수입 실적","","3356",
"중국","석  회  석(MT)","수입물량","수입 실적","","21949",
"중국","규      석(MT)","수입%","수입 실적","","28",
"중국","규      석(MT)","수입금액","수입 실적","","5452",
"중국","규      석(MT)","수입물량","수입 실적","","20810",
"중국","규      사(MT)","수입%","수입 실적","","0",
"중국","규      사(MT)","수입금액","수입 실적","","33",
"중국","규      사(MT)","수입물량","수입 실적","","113",
"중국","규  조  토(MT)","수입%","수입 실적","","55",
"중국","규  조  토(MT)","수입금액","수입 실적","","24440",
"중국","규  조  토(MT)","수입물량","수입 실적","","116939",
"중국","형      석(MT)","수입%","수입 실적","","57",
"중국","형      석(MT)","수입금액","수입 실적","","16140",
"중국","형      석(MT)","수입물량","수입 실적","","34283",
"중국","인  광  석(MT)","수입%","수입 실적","","31",
"중국","인  광  석(MT)","수입금액","수입 실적","","31325",
"중국","인  광  석(MT)","수입물량","수입 실적","","160429",
"중국","유      황(MT)","수입%","수입 실적","","0",
"중국","유      황(MT)","수입금액","수입 실적","","27",
"중국","유      황(MT)","수입물량","수입 실적","","61",
"중국","규  회  석(MT)","수입%","수입 실적","","87",
